sampleID,sex,sample_type,weight,hemoglobin,cornea_morphology,grip_strength,vertebrae_morphology,heart_rate_bpm
81Z-87824,female,control,25.1,13.3,normal,247.76534,normal,756.0
81Z-87825,female,control,24.3,13.5,normal,256.95566,normal,738.0
81Z-87826,female,control,21.8,13.8,normal,226.89467,normal,711.0
81Z-87902,male,control,30.1,13.1,normal,211.00233,normal,792.0
81Z-87906,female,control,22.6,14.1,normal,211.76833,normal,765.0
81Z-87907,female,control,22.1,14.3,normal,190.32333,normal,753.0
81Z-87908,female,control,22.3,14.4,right eye abnormal,197.025,normal,752.0
81Z-87909,female,control,22.9,14.1,normal,170.60167,normal,752.0
81Z-87936,male,control,29.7,13.9,normal,164.66566,normal,713.0
81Z-87940,male,control,27.8,13.6,normal,146.66766,normal,756.0
81Z-87941,male,control,25.4,14.3,normal,170.985,normal,722.0
81Z-87942,male,control,26.7,14.3,normal,240.87233,normal,653.0
81Z-87943,male,control,29.5,13.0,normal,188.983,normal,644.0
81Z-87944,male,control,30.9,12.4,normal,174.431,normal,790.0
81Z-87945,male,control,27.5,11.3,right eye abnormal,187.64267,normal,695.0
81Z-87946,female,control,23.6,14.3,normal,148.96533,normal,772.0
81Z-87947,female,control,23.0,13.8,normal,165.24066,normal,744.0
81Z-87948,female,control,24.0,13.0,normal,158.15567,normal,749.0
81Z-88065,male,control,28.4,13.8,normal,246.23367,normal,769.0
81Z-88066,female,control,23.5,13.7,normal,248.72234,normal,786.0
81Z-88067,female,control,22.6,12.9,normal,237.234,normal,739.0
81Z-88068,female,control,22.5,13.5,left eye abnormal,224.02266,normal,814.0
81Z-88089,male,control,28.5,13.5,normal,279.74133,normal,787.0
81Z-88095,female,control,22.0,13.3,normal,189.94034,normal,762.0
81Z-88096,female,control,22.5,14.1,normal,226.70334,normal,775.0
81Z-88141,male,control,29.0,13.4,normal,234.93666,normal,777.0
81Z-88144,male,control,28.8,13.1,normal,216.172,normal,817.0
81Z-88145,male,control,26.3,14.0,normal,264.80634,normal,764.0
81Z-88146,female,control,22.1,14.1,normal,211.95967,normal,760.0
81Z-88151,female,control,22.5,13.8,left eye abnormal,202.195,normal,796.0
81Z-88165,female,control,24.3,14.1,normal,207.36467,normal,703.0
81Z-88242,male,control,23.0,13.5,normal,123.69067,normal,749.0
81Z-88243,female,control,22.2,14.3,normal,136.13667,normal,776.0
81Z-88244,female,control,22.0,13.8,normal,132.69,normal,722.0
81Z-88301,male,control,29.4,13.3,normal,262.89166,normal,749.0
81Z-88303,female,control,25.8,14.0,normal,182.856,normal,735.0
81Z-88330,female,control,22.0,13.9,normal,162.75133,normal,758.0
81Z-88331,female,control,21.2,14.3,normal,158.34734,normal,806.0
81Z-88332,female,control,22.6,13.9,normal,183.239,normal,738.0
81Z-88333,female,control,21.1,14.0,normal,191.47234,normal,745.0
81Z-88392,male,control,30.4,13.6,normal,240.489,normal,745.0
81Z-88393,male,control,28.5,13.6,normal,189.366,normal,788.0
81Z-88394,male,control,28.2,14.5,normal,206.79,normal,714.0
81Z-88395,male,control,28.2,13.3,left eye abnormal,236.277,normal,752.0
81Z-88396,male,control,24.9,13.3,normal,224.02266,normal,772.0
81Z-88398,male,control,25.0,12.9,normal,224.02234,normal,767.0
81Z-88399,male,control,27.3,14.0,normal,246.23334,normal,760.0
81Z-88401,female,control,21.9,13.5,normal,197.982,normal,755.0
81Z-88437,female,control,23.6,14.3,left eye abnormal,183.43066,normal,708.0
81Z-88442,female,control,24.1,13.4,normal,185.72833,normal,743.0
81Z-88443,female,control,24.0,14.4,normal,174.23933,normal,679.0
81Z-88444,female,control,24.1,14.7,normal,179.218,normal,703.0
81Z-88445,female,control,22.8,15.1,normal,206.79033,normal,777.0
81Z-88491,male,control,28.5,14.5,normal,136.51933,normal,759.0
81Z-88493,male,control,27.2,14.2,normal,188.79167,normal,824.0
81Z-88495,male,control,29.5,13.8,normal,152.795,normal,778.0
81Z-88496,male,control,25.7,15.1,right eye abnormal,161.794,normal,748.0
81Z-88497,female,control,23.9,13.7,normal,154.70934,normal,823.0
81Z-88498,female,control,23.9,13.6,normal,165.24066,normal,795.0
81Z-88499,female,control,23.3,13.9,normal,163.51733,normal,753.0
81Z-88500,female,control,21.7,13.9,normal,145.32733,abnormal,763.0
81Z-88501,female,control,20.6,13.4,normal,135.17934,normal,734.0
81Z-88502,female,control,23.9,13.1,normal,154.518,normal,788.0
81Z-88503,female,control,23.1,14.9,normal,145.71033,normal,791.0
81Z-88571,male,control,26.9,13.5,normal,180.36667,normal,774.0
81Z-88589,male,control,28.3,12.2,normal,243.36133,normal,750.0
81Z-88603,female,control,22.9,13.1,normal,215.406,normal,761.0
81Z-88605,female,control,24.2,14.3,normal,197.59933,normal,778.0
81Z-88606,female,control,21.2,14.0,left eye abnormal,189.366,normal,772.0
81Z-88607,male,control,29.3,13.3,normal,232.256,normal,811.0
81Z-88609,male,control,25.4,13.6,normal,220.00166,normal,775.0
81Z-88611,female,control,23.5,12.6,normal,233.59633,normal,778.0
81Z-88612,female,control,20.6,13.9,normal,201.62033,normal,769.0
81Z-88613,female,control,20.2,13.5,normal,180.17534,normal,775.0
81Z-88802,male,control,28.4,13.0,normal,185.91933,normal,770.0
81Z-88804,female,control,21.6,14.2,normal,154.901,normal,696.0
81Z-88913,male,control,27.3,12.6,normal,216.36366,normal,759.0
81Z-88915,female,control,21.2,13.9,normal,191.47234,normal,747.0
81Z-88916,female,control,22.5,12.9,normal,192.621,normal,716.0
81Z-88923,female,control,24.6,12.6,left eye abnormal,175.00566,normal,757.0
81Z-88959,male,control,28.2,13.4,normal,168.687,normal,763.0
81Z-88960,male,control,27.8,14.4,normal,199.514,normal,781.0
81Z-88961,male,control,29.7,14.5,normal,184.771,normal,786.0
81Z-88962,female,control,23.8,13.9,normal,197.025,normal,692.0
81Z-88963,male,control,30.0,13.4,both eyes abnormal,217.321,normal,722.0
81Z-88964,male,control,26.8,14.2,normal,165.815,abnormal,768.0
81Z-88965,male,control,26.8,14.2,normal,236.08533,normal,737.0
81Z-88966,female,control,23.0,13.7,normal,188.02567,normal,648.0
81Z-88967,female,control,23.8,13.8,normal,203.72667,normal,710.0
81Z-88968,female,control,22.6,13.7,left eye abnormal,177.30333,normal,755.0
81Z-88998,female,control,24.3,13.9,normal,209.08766,normal,772.0
81Z-88999,female,control,22.6,14.1,normal,220.38467,normal,721.0
81Z-89006,male,control,30.4,13.6,normal,270.742,normal,596.0
81Z-89007,male,control,29.3,13.2,normal,320.525,normal,749.0
81Z-89008,male,control,28.6,13.2,normal,200.85434,normal,669.0
81Z-89009,male,control,29.4,13.1,normal,210.61934,normal,804.0
81Z-89010,female,control,21.4,14.8,normal,208.51334,normal,785.0
81Z-89011,female,control,23.0,14.0,normal,221.15033,normal,798.0
81Z-89012,female,control,24.4,14.4,normal,242.59534,normal,722.0
81Z-89140,male,control,28.3,13.2,normal,231.29834,normal,738.0
81Z-89141,male,control,26.4,11.9,normal,210.61934,normal,703.0
81Z-89294,female,control,22.4,13.4,normal,218.47,normal,804.0
81Z-89295,female,control,24.1,13.5,normal,175.77133,normal,797.0
81Z-89298,male,control,28.5,12.6,normal,242.404,normal,790.0
81Z-89299,male,control,27.5,12.3,normal,208.513,normal,782.0
81Z-89427,male,control,28.7,13.6,normal,291.804,normal,767.0
81Z-89437,male,control,27.2,13.5,left eye abnormal,306.54733,normal,770.0
81Z-89438,male,control,26.1,13.8,normal,199.897,normal,809.0
81Z-89439,male,control,28.4,13.4,normal,212.15134,normal,803.0
81Z-89440,male,control,26.4,13.3,normal,186.30234,normal,773.0
81Z-89445,female,control,22.7,13.7,normal,187.06866,normal,774.0
81Z-89446,female,control,24.2,14.4,normal,226.89467,normal,765.0
81Z-89447,female,control,23.4,13.9,normal,225.17134,normal,777.0
81Z-89452,male,control,25.8,13.8,right eye abnormal,207.93866,normal,764.0
81Z-89454,male,control,29.5,13.3,normal,211.19366,normal,788.0
81Z-89458,female,control,22.8,13.5,normal,197.21634,normal,756.0
81Z-89459,female,control,21.5,13.4,normal,220.193,abnormal,791.0
81Z-89460,female,control,22.8,13.0,normal,201.81166,normal,779.0
81Z-89461,female,control,21.0,13.7,normal,206.59833,normal,738.0
81Z-89752,male,control,28.7,13.6,normal,229.001,normal,800.0
81Z-89753,male,control,29.1,13.8,normal,243.16966,normal,781.0
81Z-89760,female,control,20.6,13.6,normal,183.43033,normal,787.0
81Z-89761,female,control,23.5,13.6,left eye abnormal,191.281,normal,741.0
81Z-89762,female,control,24.4,13.4,normal,250.06267,normal,788.0
81Z-89838,male,control,25.4,12.9,both eyes abnormal,234.745,normal,772.0
81Z-89839,male,control,26.1,13.1,left eye abnormal,213.49167,normal,761.0
81Z-89840,female,control,25.5,13.3,normal,201.429,normal,734.0
81Z-89972,male,control,29.3,14.0,normal,211.76833,normal,701.0
81Z-89973,female,control,23.8,13.5,normal,190.32333,normal,759.0
81Z-89974,female,control,25.6,14.3,normal,213.68333,normal,801.0
81Z-90031,male,control,28.4,13.6,normal,250.829,normal,770.0
81Z-90043,female,control,23.6,12.1,normal,200.47133,normal,733.0
81Z-90049,female,control,23.7,13.7,normal,222.29933,normal,781.0
81Z-90050,female,control,21.6,13.8,normal,206.21567,normal,802.0
81Z-90057,female,control,23.4,14.1,normal,185.15367,normal,786.0
81Z-90058,female,control,22.3,13.9,normal,191.281,normal,793.0
81Z-90059,female,control,20.2,13.9,normal,197.791,normal,734.0
81Z-90063,female,control,23.1,14.4,right eye abnormal,213.10867,normal,782.0
81Z-90064,female,control,26.3,13.6,normal,223.83133,normal,779.0
81Z-90118,male,control,30.4,11.8,normal,292.187,normal,814.0
81Z-90124,female,control,24.0,13.0,normal,196.83366,normal,735.0
81Z-90125,female,control,23.2,13.4,left eye abnormal,194.91867,normal,792.0
81Z-90277,female,control,24.3,13.5,normal,183.81334,abnormal,744.0
81Z-90482,male,control,29.5,13.6,normal,231.107,normal,740.0
81Z-90483,male,control,27.95,13.2,normal,261.551,normal,787.0
81Z-90484,male,control,29.5,14.2,normal,227.27766,normal,775.0
81Z-90492,male,control,28.9,15.2,normal,194.72734,normal,810.0
81Z-90493,male,control,29.9,13.6,normal,215.40633,normal,776.0
81Z-90495,female,control,25.6,15.2,normal,213.49167,normal,769.0
81Z-90496,female,control,27.8,13.2,normal,221.725,normal,804.0
81Z-90506,female,control,21.86,14.2,normal,210.428,normal,754.0
81Z-90507,female,control,22.5,13.9,normal,211.768,normal,755.0
81Z-90631,female,control,21.6,13.2,normal,177.11166,normal,820.0
81Z-90632,female,control,21.9,13.7,normal,180.55833,normal,777.0
81Z-90633,female,control,21.32,13.3,normal,152.02867,normal,805.0
81Z-90634,female,control,22.7,14.6,normal,196.259,normal,804.0
81Z-90692,male,control,26.2,13.9,both eyes abnormal,200.66267,normal,688.0
81Z-90693,male,control,29.4,13.2,normal,219.42734,normal,761.0
81Z-90694,male,control,24.2,13.3,right eye abnormal,245.85066,normal,763.0
81Z-90695,male,control,27.4,12.9,normal,200.85434,normal,752.0
81Z-90696,female,control,23.8,13.6,normal,205.64133,normal,776.0
81Z-90697,female,control,21.9,13.3,both eyes abnormal,238.00034,normal,800.0
81Z-90698,female,control,21.6,13.6,normal,246.808,normal,794.0
81Z-90699,female,control,23.2,13.6,right eye abnormal,224.214,normal,799.0
81Z-90700,male,control,22.7,11.9,left eye abnormal,171.942,normal,734.0
81Z-90701,male,control,25.8,13.1,normal,197.408,normal,767.0
81Z-90702,male,control,24.0,12.7,normal,198.94,normal,773.0
81Z-90703,male,control,23.1,13.6,normal,150.30566,normal,766.0
81Z-90708,female,control,23.2,13.7,left eye abnormal,245.27634,normal,788.0
81Z-90709,female,control,22.8,13.5,left eye abnormal,230.34134,normal,765.0
81Z-90715,female,control,23.9,14.0,normal,234.93634,abnormal,799.0
81Z-90716,female,control,23.2,13.8,normal,251.40334,normal,773.0
81Z-90764,male,control,27.4,13.7,normal,230.15,normal,773.0
81Z-90765,male,control,28.3,12.9,normal,203.34334,normal,772.0
81Z-90766,female,control,21.3,13.9,normal,218.27834,normal,808.0
81Z-90767,female,control,24.4,15.0,normal,196.64233,normal,783.0
81Z-90810,female,control,19.3,14.7,both eyes abnormal,128.47766,normal,765.0
81Z-90823,male,control,28.7,12.8,normal,258.679,normal,745.0
81Z-90824,male,control,26.3,13.2,normal,189.94034,normal,721.0
81Z-90826,male,control,25.4,13.6,normal,212.91733,normal,758.0
81Z-90827,female,control,23.7,13.5,normal,235.31967,normal,800.0
81Z-90828,female,control,23.1,12.5,normal,228.04367,normal,751.0
81Z-90829,female,control,24.1,12.8,normal,189.94034,normal,764.0
81Z-90830,female,control,18.9,13.6,normal,166.581,normal,776.0
81Z-90835,male,control,27.3,13.1,normal,249.10533,normal,769.0
81Z-90836,male,control,29.6,13.9,normal,224.40567,normal,771.0
81Z-90837,male,control,25.5,13.6,normal,190.32333,normal,756.0
81Z-90838,female,control,24.2,13.2,normal,190.898,normal,753.0
81Z-90839,female,control,23.1,13.4,normal,221.15067,normal,711.0
81Z-90905,male,control,29.3,12.5,left eye abnormal,303.86667,normal,768.0
81Z-90906,male,control,26.6,13.1,both eyes abnormal,229.57533,normal,751.0
81Z-90907,male,control,26.6,13.1,normal,235.511,normal,694.0
81Z-90908,male,control,28.3,13.2,normal,265.47067,normal,759.0
81Z-90909,female,control,21.1,13.3,normal,196.74333,normal,776.0
81Z-90910,female,control,24.9,13.5,normal,253.36633,normal,728.0
81Z-90911,female,control,25.6,13.4,normal,252.073,normal,744.0
81Z-90926,female,control,23.5,13.7,normal,229.07866,abnormal,763.0
81Z-A1167,male,control,25.7,13.4,normal,251.212,normal,737.0
81Z-A1311,female,control,24.5,13.9,normal,178.069,normal,784.0
81Z-A1328,male,control,30.7,13.1,normal,180.17534,normal,660.0
81Z-A1329,male,control,28.6,13.7,normal,168.687,normal,785.0
81Z-A1331,female,control,20.6,13.2,normal,140.15733,normal,775.0
81Z-A1332,female,control,23.5,14.2,normal,137.86,normal,776.0
81Z-A1357,female,control,22.4,15.0,normal,193.96133,normal,777.0
81Z-A1358,female,control,21.8,14.5,normal,215.78934,normal,791.0
81Z-A1359,female,control,22.8,14.5,normal,192.81267,normal,765.0
81Z-A1415,male,control,27.5,13.8,normal,186.494,normal,694.0
81Z-A1416,male,control,29.0,14.2,normal,199.70567,normal,694.0
81Z-A1417,male,control,27.5,13.5,normal,144.753,normal,707.0
81Z-A1418,female,control,22.5,14.2,normal,152.60333,normal,773.0
81Z-A1419,female,control,23.4,13.6,normal,168.304,normal,774.0
81Z-A1420,female,control,24.5,13.7,normal,177.49466,normal,802.0
81Z-A1421,female,control,22.2,13.6,left eye abnormal,140.349,normal,801.0
81Z-A1443,female,control,24.9,14.0,normal,160.07033,normal,706.0
81Z-A1444,female,control,25.1,14.1,normal,166.96367,normal,766.0
81Z-A1445,male,control,24.8,13.6,right eye abnormal,162.75133,normal,665.0
81Z-A1446,male,control,26.2,14.3,normal,157.77266,normal,786.0
81Z-A1447,male,control,27.2,13.2,normal,133.64734,normal,711.0
81Z-A1473,female,control,23.4,13.9,normal,216.74667,normal,743.0
81Z-A1478,female,control,21.9,14.5,normal,246.808,normal,748.0
81Z-A1479,female,control,23.0,14.4,normal,202.19467,normal,836.0
81Z-A1493,male,control,25.8,13.9,normal,223.448,normal,728.0
81Z-A1494,female,control,22.0,13.2,normal,210.42833,normal,739.0
81Z-A1495,male,control,30.9,13.0,normal,226.129,normal,835.0
81Z-A1497,female,control,21.4,13.3,normal,225.746,normal,731.0
81Z-A1498,female,control,20.4,14.7,normal,239.149,normal,794.0
81Z-A1499,female,control,21.4,13.3,left eye abnormal,245.276,normal,753.0
81Z-A1500,female,control,22.4,13.6,normal,202.96066,normal,749.0
81Z-A1501,female,control,22.3,14.3,normal,264.80634,normal,693.0
81Z-A1556,female,control,23.6,13.2,normal,136.51967,normal,758.0
81Z-CB229,male,control,27.4,13.6,normal,161.21967,normal,735.0
81Z-CB268,male,control,27.9,13.8,normal,280.31567,normal,795.0
81Z-CB321,male,control,32.6,13.2,normal,205.83267,normal,746.0
81Z-CB338,male,control,30.3,12.5,normal,194.91867,normal,752.0
81Z-CB339,male,control,29.6,13.2,normal,197.02467,normal,727.0
81Z-CB340,female,control,22.2,14.4,normal,198.365,normal,771.0
81Z-CB341,female,control,22.3,13.8,normal,182.09,normal,766.0
81Z-CB342,female,control,21.9,14.6,normal,198.93967,normal,765.0
81Z-CB524,male,control,28.4,13.8,normal,181.89867,normal,794.0
81Z-CB532,male,control,28.6,13.4,normal,256.573,normal,743.0
81Z-CB533,male,control,30.1,12.6,normal,218.66133,normal,780.0
81Z-CB534,male,control,30.4,13.0,normal,247.38234,normal,791.0
81Z-CB535,male,control,25.6,13.0,normal,175.00566,normal,731.0
81Z-CB688,male,control,25.2,12.9,left eye abnormal,172.89967,normal,756.0
81Z-CB690,male,control,26.3,13.0,normal,223.25667,normal,756.0
81Z-CB691,male,control,29.1,12.8,normal,193.57834,normal,743.0
81Z-CB692,male,control,25.6,13.3,left eye abnormal,244.51,normal,730.0
81Z-CB693,male,control,28.7,13.4,normal,217.12967,normal,780.0
81Z-CB777,male,control,26.9,13.6,normal,238.0,normal,780.0
81Z-CB778,male,control,29.4,13.8,normal,215.40633,normal,742.0
81Z-CB779,male,control,26.9,13.6,normal,226.89467,normal,773.0
81Z-CB780,female,control,24.6,13.9,right eye abnormal,208.51334,normal,774.0
81Z-CB912,female,control,22.9,14.1,normal,201.429,normal,800.0
81Z-CB913,male,control,26.7,13.2,normal,195.30167,normal,710.0
81Z-CB914,female,control,23.7,13.7,left eye abnormal,173.857,normal,727.0
81Z-CB915,female,control,22.8,14.4,left eye abnormal,226.89467,normal,757.0
82Z-00001,male,control,30.3,14.9,normal,271.33066,normal,749.0
82Z-00002,female,control,23.4,14.5,left eye abnormal,204.935,normal,825.0
82Z-00003,female,control,23.6,14.2,normal,239.28267,normal,740.0
82Z-00004,female,control,23.3,15.0,normal,220.31233,normal,768.0
82Z-00005,female,control,24.3,14.7,normal,192.14467,normal,728.0
82Z-00013,male,control,27.6,13.6,left eye abnormal,238.70767,normal,763.0
82Z-00014,male,control,27.7,12.7,normal,186.68333,normal,767.0
82Z-00015,male,control,28.0,14.4,normal,227.211,normal,776.0
82Z-00030,female,control,22.4,13.3,normal,209.10266,normal,764.0
82Z-00039,male,control,29.2,13.2,normal,251.06734,normal,730.0
82Z-00040,male,control,28.4,12.8,normal,279.37866,normal,751.0
82Z-00041,male,control,28.3,14.7,normal,283.83368,normal,750.0
82Z-00042,male,control,30.8,13.5,normal,288.864,normal,723.0
82Z-00043,male,control,27.7,14.0,normal,265.43832,normal,684.0
82Z-00044,male,control,29.0,15.3,normal,239.71367,normal,767.0
82Z-00050,male,control,29.7,15.4,normal,313.29468,normal,783.0
82Z-00051,female,control,22.2,14.0,normal,255.80966,normal,767.0
82Z-00052,female,control,24.2,14.5,normal,216.576,normal,711.0
82Z-00053,female,control,18.9,14.0,normal,137.53334,normal,754.0
82Z-00054,female,control,19.5,14.6,right eye abnormal,184.52766,normal,778.0
82Z-00113,male,control,22.2,14.4,normal,188.12067,abnormal,790.0
82Z-00114,female,control,20.9,13.7,normal,177.19833,normal,801.0
82Z-00144,male,control,27.8,14.0,normal,248.19267,normal,725.0
82Z-00145,female,control,23.5,14.1,normal,246.03734,normal,748.0
82Z-00146,female,control,23.4,14.3,normal,196.02467,normal,763.0
82Z-00147,female,control,22.9,14.0,normal,246.46834,normal,771.0
82Z-00154,male,control,29.5,14.0,normal,241.151,normal,751.0
82Z-00155,male,control,25.8,14.7,normal,221.462,abnormal,787.0
82Z-00158,male,control,22.6,14.3,normal,205.07866,normal,765.0
82Z-00159,female,control,18.9,13.8,normal,145.43767,normal,749.0
82Z-00160,female,control,20.9,14.1,normal,153.91667,normal,794.0
82Z-00161,female,control,21.8,13.9,normal,137.677,normal,796.0
82Z-00162,female,control,18.9,14.1,normal,126.03633,normal,691.0
82Z-00171,male,control,31.5,12.7,normal,114.97,normal,744.0
82Z-00172,male,control,29.5,13.0,normal,139.11433,normal,751.0
82Z-00173,male,control,27.1,13.8,normal,147.44966,normal,747.0
82Z-00174,male,control,30.9,13.3,normal,150.18,normal,796.0
82Z-00179,male,control,28.9,13.4,normal,235.40266,normal,794.0
82Z-00180,male,control,29.4,12.2,normal,287.85767,normal,762.0
82Z-00212,male,control,27.8,14.6,normal,185.39,normal,764.0
82Z-00233,male,control,27.4,13.7,normal,192.43167,normal,713.0
82Z-00234,male,control,26.4,13.9,normal,187.11467,normal,787.0
82Z-00259,male,control,31.1,15.1,normal,187.54567,normal,784.0
82Z-00260,male,control,29.0,13.7,normal,151.47366,normal,765.0
82Z-00261,male,control,25.7,14.2,normal,136.38367,normal,772.0
82Z-00262,male,control,29.5,15.4,normal,210.53967,normal,768.0
82Z-00263,female,control,22.5,13.0,normal,201.34233,normal,784.0
82Z-00273,female,control,23.0,13.3,normal,200.19267,normal,806.0
82Z-00332,male,control,25.5,13.0,normal,222.32434,normal,764.0
82Z-00333,male,control,27.0,14.5,normal,187.402,normal,789.0
82Z-00371,female,control,22.5,13.1,normal,202.92334,normal,770.0
82Z-00495,male,control,25.1,14.4,normal,177.62933,normal,784.0
82Z-00568,male,control,29.9,13.3,normal,235.977,normal,779.0
82Z-00569,male,control,23.7,14.2,normal,221.60567,normal,806.0
82Z-00570,male,control,25.5,14.0,normal,238.99533,normal,799.0
82Z-00576,female,control,23.4,14.2,normal,202.77933,normal,798.0
82Z-00578,female,control,24.6,13.9,normal,243.594,normal,758.0
82Z-00657,male,control,26.7,14.5,normal,205.07866,normal,775.0
82Z-00658,male,control,25.3,12.2,normal,196.16867,normal,826.0
82Z-00659,male,control,27.9,14.4,normal,183.95267,normal,770.0
82Z-00661,female,control,21.6,14.0,normal,246.612,normal,787.0
82Z-00662,female,control,23.1,13.5,normal,218.15666,normal,785.0
82Z-00663,female,control,22.3,13.7,normal,193.29433,normal,791.0
82Z-00664,female,control,21.0,14.6,normal,206.08467,normal,767.0
82Z-00665,female,control,22.6,13.3,normal,175.18634,normal,799.0
82Z-00667,male,control,29.3,13.2,left eye abnormal,261.702,normal,786.0
82Z-00668,male,control,30.6,13.8,normal,241.72566,normal,776.0
82Z-00669,male,control,28.9,14.1,normal,173.60567,normal,719.0
82Z-00670,female,control,24.3,14.3,normal,189.70134,normal,775.0
82Z-00674,female,control,24.6,13.4,normal,170.30034,normal,761.0
82Z-00724,male,control,30.8,13.8,normal,242.732,normal,806.0
82Z-00726,male,control,29.9,13.4,normal,244.31233,normal,739.0
82Z-00727,female,control,22.3,10.5,normal,228.073,normal,725.0
82Z-00729,female,control,23.7,13.5,normal,228.36034,normal,766.0
82Z-00730,female,control,24.6,14.3,normal,208.959,normal,761.0
82Z-00841,female,control,20.8,11.8,normal,218.013,normal,620.0
82Z-00842,female,control,22.09,13.2,right eye abnormal,200.19267,normal,669.0
82Z-00854,male,control,30.1,13.3,normal,241.15067,normal,759.0
82Z-00855,female,control,23.8,13.9,normal,196.16833,normal,763.0
82Z-00856,female,control,27.3,13.3,normal,244.45633,normal,741.0
82Z-00947,female,control,23.1,13.8,normal,254.516,normal,716.0
82Z-00948,female,control,21.5,12.6,normal,188.839,normal,767.0
82Z-00949,female,control,23.7,13.9,normal,215.857,normal,759.0
82Z-00997,male,control,29.2,13.6,normal,210.54,normal,720.0
82Z-00998,male,control,31.2,14.4,normal,249.63,normal,775.0
82Z-01095,female,control,25.2,11.2,both eyes abnormal,212.83934,normal,613.0
82Z-01096,female,control,22.8,12.3,normal,206.65933,normal,603.0
82Z-01162,male,control,29.3,13.0,normal,240.57634,normal,762.0
82Z-01163,male,control,29.5,11.7,normal,223.33034,normal,741.0
82Z-01164,male,control,30.9,12.5,normal,192.57567,normal,747.0
82Z-01165,female,control,24.6,12.6,normal,233.534,normal,758.0
82Z-01182,female,control,25.0,12.8,normal,229.079,normal,779.0
82Z-01183,female,control,24.1,12.9,normal,200.62334,normal,717.0
82Z-01219,male,control,28.3,14.2,normal,272.624,normal,751.0
82Z-01227,female,control,23.4,13.9,normal,261.558,normal,779.0
82Z-01228,female,control,22.4,13.4,normal,234.54,normal,776.0
82Z-01296,male,control,26.4,13.0,normal,243.88167,normal,781.0
82Z-01297,male,control,27.9,13.2,normal,244.16867,normal,796.0
82Z-01298,male,control,26.5,12.7,normal,227.642,normal,732.0
82Z-01299,male,control,25.7,13.7,normal,243.45,normal,757.0
82Z-01303,female,control,22.5,14.4,normal,207.66566,normal,782.0
82Z-01306,female,control,20.5,13.3,normal,185.53366,normal,767.0
82Z-01307,female,control,19.2,11.9,normal,178.34767,normal,667.0
82Z-01309,male,control,27.1,14.1,normal,241.29466,normal,742.0
82Z-01324,male,control,23.9,13.2,normal,170.3,normal,737.0
82Z-01325,female,control,17.2,13.4,normal,165.98866,normal,794.0
82Z-01336,female,control,22.2,14.1,normal,198.46767,normal,796.0
82Z-01337,female,control,21.4,13.4,normal,216.28833,normal,767.0
82Z-01338,female,control,21.1,13.3,right eye abnormal,183.23433,normal,751.0
82Z-01339,female,control,19.7,13.8,normal,137.96466,normal,800.0
82Z-01350,male,control,27.2,13.4,normal,246.612,normal,768.0
82Z-01351,male,control,27.0,13.0,normal,226.77966,normal,747.0
82Z-01352,male,control,25.9,12.9,normal,206.803,normal,756.0
82Z-01353,male,control,26.2,12.8,normal,245.89333,normal,728.0
